NO,식품명,1회제공량,에너지(㎉),탄수화물(g),단백질(g),지방(g),총 포화 지방산(g),총당류(g),총 식이섬유(g),칼슘(㎎),철(㎎),마그네슘(㎎),나트륨(㎎),콜레스테롤(㎎)
4869,치즈스틱 L,150,369,0,27,0,10.4,4.9,0,0,0,0,0,-
4870,미니츄러스 S,73,133,0,3,0,0,0,0,0,0,0,0,-
4871,미니츄러스 L,146,266,0,6,0,0,0,0,0,0,0,0,-
4872,어니언링 S,115,365,0,4.9,0,3.7,2.7,0,0,0,0,0,-
4873,어니언링 L,230,729,0,9.8,0,7.4,5.3,0,0,0,0,0,-
4874,치킨텐더 S,113,233,0,13.3,0,3.7,0.7,0,0,0,0,0,-
4875,치킨텐더 L,226,465,0,26.7,0,7.3,1.3,0,0,0,0,0,-
4876,크림치즈 프레즐,99,250,0,7,0,3,5,0,0,0,0,0,-
4877,벨지움 와플,75,346,0,6.1,0,4.9,21.8,0,0,0,0,0,-
4878,플레인 베이글,113,317,0,12,0,1.6,12.4,0,0,0,0,0,-
4879,콘덕(오리지널/체다치즈),143,395,0,12.7,0,5.3,6,0,0,0,0,0,-
4880,페퍼소시지,99,250,0,14.6,0,6.3,0.9,0,0,0,0,0,-
4881,흑당소보루,85,295,0,6,0,3.2,20,0,0,0,0,270,-
4882,자꾸 생각나는 갈릭바게뜨,45,200,0,3,0,4.9,6,0,0,0,0,220,-
4883,쫄깃한 왕꽈배기,110,410,0,6,0,3.4,14,0,0,0,0,420,-
4884,흑당 가득 품은 호떡,105,330,0,7,0,3.5,16,0,0,0,0,390,-
4885,베사멜버섯치즈빵,70,175,0,6,0,2,2,0,0,0,0,340,-
4886,새우감자봉,95,360,0,6,0,3.1,8,0,0,0,0,360,-
4887,썸머 초코바나나번,80,255,0,6,0,6,13,0,0,0,0,230,-
4888,토종효모 참 고소한 곡물식빵,100,310,0,9,0,3.7,7,0,0,0,0,470,-
4889,토종효모 호두브레드,100,315,0,10,0,1.4,6,0,0,0,0,540,-
4890,강원도 찰옥수수소보루크림빵,80,315,0,5,0,8,15,0,0,0,0,210,-
4891,초코 왕소라빵 플러스,75,240,0,5,0,4.1,11,0,0,0,0,190,-
4892,미니 통밀후르츠 브레드,115,320,0,8,0,0,28,0,0,0,0,560,-
4893,토종효모 참깨브레드,100,305,0,10,0,2.4,6,0,0,0,0,360,-
4894,단팔 소보루빵 플러스,105,335,0,8,0,3.4,23,0,0,0,0,260,-
4895,달콤한 꿀도넛,35,90,0,1,0,0.8,5,0,0,0,0,100,-
4896,시나몬롤식빵,108,415,0,6,0,9,30,0,0,0,0,330,-
4897,미니 올리브 브레드,100,240,0,7,0,0,0,0,0,0,0,630,-
4898,블루베리파이,95,390,0,5,0,11,22,0,0,0,0,330,-
4899,후레쉬크림샌드빵,125,455,0,9,0,11,16,0,0,0,0,420,-
4900,무설탕 멀티그레인 토스트,100,305,0,11,0,3.2,0,0,0,0,0,500,-
4901,크림치즈시나몬롤,110,430,0,10,0,8,9,0,0,0,0,210,-
4902,골든스윗토스트,100,290,0,8,0,2.7,10,0,0,0,0,520,-
4903,꽃맛살고로케,110,400,0,7,0,3.4,5,0,0,0,0,470,-
4904,꿀슈크림빵,84,215,0,5,0,2.8,16,0,0,0,0,180,-
4905,명품 잡채고로케,120,400,0,7,0,3.2,7,0,0,0,0,560,-
4906,몬스터 치즈번,100,350,0,6,0,15,12,0,0,0,0,290,-
4907,찰진 호박 찜케익,100,300,0,4,0,0.7,25,0,0,0,0,340,-
4908,64겹 골든페스츄리,98,375,0,7,0,8,13,0,0,0,0,425,-
4909,쫄깃한 토종효모빵(미니),90,220,0,6,0,1.3,4,0,0,0,0,400,-
4910,오리엔탈 치킨봉,95,320,0,8,0,3.6,9,0,0,0,0,590,-
4911,토종효모 통밀가득 로만밀브레드,100,335,0,9,0,2.7,14,0,0,0,0,400,-
4912,크림치즈롤파이,17,70,0,1,0,2.7,2,0,0,0,0,80,-
4913,모닝바게뜨,95,250,0,9,0,0,0,0,0,0,0,480,-
4914,미니크라상,18,80,0,1,0,2.8,2,0,0,0,0,80,-
4915,쫄깃한 토종효모빵,125,305,0,8,0,1.8,5,0,0,0,0,550,-
4916,옛날 왕슈크림도넛,95,295,0,6,0,3.1,8,0,0,0,0,270,-
4917,건포도 토종효모빵,100,240,0,6,0,1.2,10,0,0,0,0,360,-
4918,토종효모 참 부드러운 생크림 식빵,100,305,0,8,0,3.5,11,0,0,0,0,410,-
4919,호밀호두빵(대),83,255,0,7,0,1.6,5,0,0,0,0,380,-
4920,토종효모 건강한 로만밀 클래식,100,285,0,9,0,1.8,9,0,0,0,0,440,-
4921,포켓샌드 사과,100,300,0,5,0,6,20,0,0,0,0,260,-
4922,토종효모 쫄깃한 토스트,100,255,0,8,0,2,6,0,0,0,0,430,-
4923,그린티 본델리슈,100,280,0,7,0,1.6,39,0,0,0,0,85,-
4924,쫄깃한 피자빵,110,290,0,5,0,4.8,6,0,0,0,0,520,-
4925,뽀드득 그릴 소시지,100,245,0,10,0,5,6,0,0,0,0,550,-
4926,치즈파니니,89,235,0,6,0,3,4,0,0,0,0,390,-
4927,촉촉함을 담은 쫄깃한 식빵,86,240,0,7,0,2.7,2,0,0,0,0,320,-
4928,담백하고 쫄깃한 뜯어먹는 식빵,87,230,0,6,0,3,5,0,0,0,0,360,-
4929,돌돌 말린 소시지도넛,85,330,0,8,0,6,6,0,0,0,0,450,-
4930,플레인 베이글,75,220,0,6,0,1.2,3,0,0,0,0,410,-
4931,데니쉬식빵,105,315,0,7,0,4,3,0,0,0,0,420,-
4932,스위트 밀크식빵,135,460,0,12,0,4,25,0,0,0,0,560,-
4933,모닝토스트,100,375,0,8,0,9,5,0,0,0,0,400,-
4934,야채빵,90,205,0,6,0,2.6,7,0,0,0,0,375,-
4935,사각피자빵,135,355,0,9,0,4.8,14,0,0,0,0,620,-
4936,찹쌀도넛,95,300,0,5,0,1.2,17,0,0,0,0,190,-
4937,모찌모찌 치즈스틱,30,105,0,1,0,1.2,2,0,0,0,0,120,-
4938,크림치즈찹쌀도넛,55,200,0,3,0,3.6,8,0,0,0,0,170,-
4939,아몬드모닝,130,505,0,11,0,12,7,0,0,0,0,530,-
4940,오리지널머핀,75,316,0,4,0,8,38,0,0,0,0,166,-
4941,진도해풍맞은쑥빵,80,192,0,5,0,0.9,14,0,0,0,0,335,-
4942,토종효모 순수(秀)담백,100,255,0,8,0,1.1,5,0,0,0,0,430,-
4943,정통크라상,53,235,0,4,0,9,5,0,0,0,0,220,-
4944,블루베리머핀,75,300,0,0,0,1.5,20,0,0,0,0,150,-
4945,토종효모 그대로토스트,100,325,0,8,0,7,4,0,0,0,0,480,-
4946,강원도 옥수수로 만든 옥수수빵,80,176,0,4,0,0.9,12,0,0,0,0,550,-
4947,찹쌀페스츄리도넛,55,280,0,3,0,6,7,0,0,0,0,180,-
4948,크림치즈곡물페스츄리,60,240,0,5,0,10,6,0,0,0,0,230,-
4949,소시지조리빵,80,260,0,9,0,6,6,0,0,0,0,380,-
4950,블루베리베이글,75,210,0,5,0,1.1,4,0,0,0,0,370,-
4951,꽈배기도넛,55,245,0,4,0,2.6,8,0,0,0,0,230,-
4952,치즈 인 치즈,85,245,0,8,0,2.4,3,0,0,0,0,520,-
4953,촉촉한 치즈케익,80,270,0,4,0,4.3,13,0,0,0,0,80,-
4954,통곡물브레드,100,280,0,9,0,0,9,0,0,0,0,460,-
4955,토종효모 우리쌀 식빵,70,185,0,6,0,1.1,1,0,0,0,0,320,-
4956,초코칩트위스트,68,240,0,4,0,8,9,0,0,0,0,240,-
4957,미니 통밀 후르츠 브레드,115,320,0,8,0,0,28,0,0,0,0,560,-
4958,토종효모 호두 호밀식빵,100,280,0,10,0,1.6,5,0,0,0,0,430,-
4959,바게뜨,53,145,0,5,0,0,0,0,0,0,0,280,-
4960,미니찹쌀도넛,35,130,0,2,0,0,6,0,0,0,0,105,-
4961,블루베리크림치즈페스츄리,65,255,0,4,0,9,9,0,0,0,0,260,-
4962,별난고구마찰스틱,50,160,0,2,0,0.9,9,0,0,0,0,130,-
4963,크로크무슈,85,205,0,10,0,6,2,0,0,0,0,430,-
4964,토종효모 단호박검은깨식빵,100,280,0,8,0,1.9,8,0,0,0,0,410,-
4965,토종효모 옥수수 식빵,100,275,0,9,0,2,6,0,0,0,0,480,-
4966,초코츄잉스타,54,240,0,2,0,7,5,0,0,0,0,115,-
4967,미니초코칩트위스트,15,55,0,1,0,1.7,2,0,0,0,0,55,-
4968,햄에그 고로케,110,445,0,8,0,5,6,0,0,0,0,420,-
4969,초코소보루빵,65,225,0,5,0,3,11,0,0,0,0,200,-
4970,목초란으로 만든 핑거스틱,100,380,0,9,0,7,16,0,0,0,0,360,-
4971,추억의 소시지빵,110,360,0,9,0,7,9,0,0,0,0,555,-
4972,쏘야고로케,100,345,0,7,0,3.8,7,0,0,0,0,470,-
4973,단팥크림 코팡,85,230,0,5,0,4.5,16,0,0,0,0,180,-
4974,144겹 파이만주,40,160,0,3,0,4.2,10,0,0,0,0,160,-
4975,까망베르 치즈후레쉬번,140,480,0,11,0,10,20,0,0,0,0,530,-
4976,치즈소시지페스츄리,105,405,0,9,0,13,6,0,0,0,0,620,-
4977,갈릭페스츄리식빵,80,330,0,6,0,11,7,0,0,0,0,390,-
4978,부드러운 연유브레드,80,315,0,6,0,9,11,0,0,0,0,290,-
4979,딸기에 물든 치즈달,70,205,0,5,0,5,9,0,0,0,0,240,-
4980,순수秀우유크림빵,80,190,0,5,0,2.9,8,0,0,0,0,230,-
4981,포켓샌드딸기요거티,80,275,0,5,0,9,8,0,0,0,0,260,-
4982,포켓샌드 땅콩,80,285,0,6,0,8,6,0,0,0,0,260,-
4983,고구마건포도롤,108,380,0,9,0,5,16,0,0,0,0,440,-
4984,크림치즈호두빵,90,295,0,8,0,6,9,0,0,0,0,340,-
4985,밤롤브레드,90,275,0,7,0,0.6,8,0,0,0,0,350,-
4986,진한 초코브레드,69,250,0,5,0,6,14,0,0,0,0,160,-
4987,커피번,47,190,0,3,0,7,6,0,0,0,0,150,-
4988,쫀득쫀득한 찰깨빵,55,205,0,2,0,2.7,4,0,0,0,0,360,-
4989,우리찹쌀 모카 찰떡빵,70,185,0,5,0,1.7,4,0,0,0,0,320,-
4990,구름크림빵,60,230,0,4,0,6,10,0,0,0,0,170,-
4991,모카빵,73,245,0,5,0,3,14,0,0,0,0,240,-
4992,초코소라빵,50,160,0,3,0,2.7,7,0,0,0,0,130,-
4993,땅콩크림빵,85,330,0,7,0,6,16,0,0,0,0,220,-
4994,모카크림빵,65,250,0,4,0,7,11,0,0,0,0,220,-
4995,한입에두번반한 단팥크림빵,80,255,0,4,0,6,16,0,0,0,0,170,-
4996,단팥빵,110,275,0,8,0,2.5,18,0,0,0,0,190,-
4997,소보루빵,85,330,0,7,0,6,16,0,0,0,0,220,-
4998,골든 크림 메론빵,100,320,0,5,0,3.6,16,0,0,0,0,240,-
4999,순수(秀) 우유 후레쉬번,160,580,0,11,0,10,22,0,0,0,0,520,-
5000,맘모스브레드,110,405,0,8,0,7,23,0,0,0,0,310,-
5001,구운부추만두빵,85,220,0,7,0,3,7,0,0,0,0,300,-
5002,단팥빵 플러스,125,310,0,8,0,2,27,0,0,0,0,250,-
5003,쫄깃한 곡물 호떡,95,320,0,8,0,2.8,11,0,0,0,0,190,-
5004,상큼한 크림빵,70,255,0,4,0,8,11,0,0,0,0,170,-
5005,화이트 치즈볼,35,125,0,2,0,2.7,5,0,0,0,0,180,-
5006,바나나 컵케익,88,285,0,6,0,1.8,18,0,0,0,0,170,-
5007,슈크림빵,84,230,0,6,0,3.4,14,0,0,0,0,180,-
5008,완두앙금빵,95,245,0,6,0,2.6,18,0,0,0,0,230,-
5009,찹쌀앙금빵,85,290,0,6,0,2.3,25,0,0,0,0,230,-
5010,코코넛 초코볼,31,110,0,1,0,2.3,6,0,0,0,0,130,-
5011,쫄깃한 찰떡맘모스,80,275,0,5,0,4.8,11,0,0,0,0,200,-
5012,카스테라구마,105,335,0,5,0,13,13,0,0,0,0,230,-
5013,스트로베리 요거트무스,180,460,0,7,0,16,34,0,0,0,0,180,-
5014,스트로베리 요거트무스 케이크,100,245,0,4,0,8,22,0,0,0,0,90,-
5015,상큼한 청포도 케이크,100,305,0,3,0,8,15,0,0,0,0,100,-
5016,키즈스토리 케이크,60,240,0,3,0,8,11,0,0,0,0,90,-
5017,바스크 치즈케이크,100,305,0,7,0,8,16,0,0,0,0,210,-
5018,리얼캐롯,100,360,0,4,0,7,29,0,0,0,0,150,-
5019,러브러브초코,60,250,0,3,0,8,13,0,0,0,0,95,-
5020,진한 가나슈 쇼콜라 케이크,100,370,0,5,0,16,15,0,0,0,0,110,-
5021,진한 마스카포네 티라미수 미니,190,34,0,5,0,11,32,0,0,0,0,55,-
5022,진한 가나슈 쇼콜라,100,365,0,5,0,16,16,0,0,0,0,120,-
5023,진한 마스카포네 티라미수,100,170,0,3,0,5,17,0,0,0,0,30,-
5024,꽃밭에서 붕붕벌,55,230,0,2,0,8,11,0,0,0,0,90,-
5025,리얼캐롯 케이크,100,360,0,4,0,6,28,0,0,0,0,150,-
5026,마카롱쇼콜라,70,250,0,4,0,7,17,0,0,0,0,120,-
5027,스페셜2호,70,300,0,3,0,9,13,0,0,0,0,160,-
5028,에뚜아르쇼콜라,70,270,0,3,0,6,13,0,0,0,0,85,-
5029,축하3호,100,420,0,5,0,10,26,0,0,0,0,140,-
5030,스트로벨벳치즈케이크,100,305,0,11,0,10,60,0,0,0,0,240,-
5031,"치즈가 두번 반한 딸기, 초코 케이크",100,280,0,5,0,9,9,0,0,0,0,140,-
5032,카카오초코앤딸기,50,310,0,2,0,8,19,0,0,0,0,60,-
5033,까망베르&초코브라우니,110,410,0,7,0,16,16,0,0,0,0,220,-
5034,벨기에 밀크쇼콜라,70,270,0,4,0,8,17,0,0,0,0,115,-
5035,딸기&치즈케이크,110,290,0,5,0,12,16,0,0,0,0,170,-
5036,벨기에밀크쇼콜라 7호,70,260,0,5,0,7,16,0,0,0,0,130,-
5037,벨기에 화이트초코6호,65,260,0,3,0,8,17,0,0,0,0,110,-
5038,스트로베리 퀸 (Queen),1655,290,0,4,0,12,20,0,0,0,0,80,-
5039,호두아몬드커플,70,300,0,4,0,7,16,0,0,0,0,85,-
5040,스트로베리 서프라이즈,100,255,0,3,0,5,14,0,0,0,0,105,-
5041,호두아몬드파티,65,270,0,4,0,8,13,0,0,0,0,95,-
5042,순수秀우유케이크,100,300,0,4,0,14,11,0,0,0,0,65,-
5043,BT21 세븐컬러스케이크 (7colors),100,325,0,5,0,10,23,0,0,0,0,110,-
5044,내가찾던 카페모카 커플,60,240,0,3,0,8,17,0,0,0,0,90,-
5045,가나슈 조각케이크,100,355,0,4,0,6,16,0,0,0,0,75,-
5046,내가찾던 카페모카 가족,60,240,0,3,0,8,17,0,0,0,0,90,-
5047,치즈가 반한 티라미수,100,280,0,5,0,9,16,0,0,0,0,160,-
5048,오후의 마카롱모카,70,260,0,3,0,8,16,0,0,0,0,130,-
5049,초코반딸기반케이크,100,350,0,4,0,13,17,0,0,0,0,70,-
5050,마카롱모카파티,70,260,0,3,0,8,15,0,0,0,0,130,-
5051,마이넘버원2,100,343,0,4,0,11,30,0,0,0,0,70,-
5052,블루베리요거트 듬뿍,100,308,0,4,0,11,17,0,0,0,0,115,-
5053,티라미수 오리지날레,100,350,0,6,0,13,20,0,0,0,0,120,-
5054,블루밍러브케이크,70,200,0,3,0,4,7,0,0,0,0,75,-
5055,가나슈생크림 조각케이크,100,330,0,4,0,14,20,0,0,0,0,80,-
5056,초코앤화이트마블쉬폰,100,320,0,4,0,12,23,0,0,0,0,150,-
5057,치즈 조각케이크,90,265,0,5,0,9,17,0,0,0,0,165,-
5058,촉촉하고부드러운초코쉬폰,100,310,0,4,0,9,21,0,0,0,0,160,-
5059,딸기요거트케이크,100,270,0,3,0,10,16,0,0,0,0,130,-
5060,라인프렌즈 브라운,65,260,0,3,0,8,12,0,0,0,0,85,-
5061,블루베리요거트 조각케이크,90,270,0,6,0,8,18,0,0,0,0,120,-
5062,쿠키앤크림케이크,70,225,0,3,0,7,10,0,0,0,0,70,-
5063,무지개와 노래하는 뽀로로,70,280,0,3,0,8,17,0,0,0,0,75,-
5064,라인프렌즈 코니,65,260,0,2,0,8,12,0,0,0,0,80,-
5065,베리베리 생크림 조각케이크,100,280,0,4,0,10,22,0,0,0,0,75,-
5066,블루베리쉬폰,70,215,0,2,0,9,14,0,0,0,0,80,-
5067,꼬마버스 타요,70,280,0,3,0,7,18,0,0,0,0,75,-
5068,체크무늬 조각케이크,105,335,0,6,0,15,18,0,0,0,0,155,-
5069,행복해 촉촉한 딸기 케이크,200,305,0,3,0,11,18,0,0,0,0,80,-
5070,행복해 티라미수케이크,100,307,0,5,0,6,13,0,0,0,0,100,-
5071,딸기마카롱 케이크,70,280,0,3,0,8,16,0,0,0,0,80,-
5072,까망베르 초코브라우니케이크(까초),100,360,0,6,0,14,14,0,0,0,0,230,-
5073,노래하는 뽀로로와 친구들,70,300,0,4,0,6,17,0,0,0,0,90,-
5074,미니치즈케이크,100,293,0,6,0,11,20,0,0,0,0,170,-
5075,치즈케이크,70,250,0,5,0,2,14,0,0,0,0,110,-
5076,밤&자색고구마케이크,100,235,0,4,0,3.9,13,0,0,0,0,90,-
5077,부드러운호박고구마 조각케이크,110,280,0,4,0,10,15,0,0,0,0,50,-
5078,고구마케이크,100,225,0,2,0,6,14,0,0,0,0,65,-
5079,부드러운호박고구마 케이크,70,215,0,2,0,7,9,0,0,0,0,42,-
5080,사파리 친구들,100,420,0,5,0,9,27,0,0,0,0,150,-
5081,부드러운 녹차고구마,70,210,0,3,0,5,9,0,0,0,0,75,-
5082,콩순이공룡송케이크,100,420,0,5,0,9,23,0,0,0,0,140,-
5083,이집트에 간 트래블러 뽀로로,100,415,0,5,0,11,26,0,0,0,0,130,-
5084,타이니소어GO공룡메카드,100,400,0,5,0,7,30,0,0,0,0,140,-
5085,바나나 속 깜짝 초코,100,395,0,4,0,7,36,0,0,0,0,140,-
5086,시크릿쥬쥬 별의여신 케이크,100,370,0,4,0,5,30,0,0,0,0,150,-
5087,프랑스에 간 트래블러 뽀로로,100,405,0,5,0,6,29,0,0,0,0,140,-
5088,리얼 후레쉬 베리 케이크 (L),100,255,0,3,0,4.5,15,0,0,0,0,75,-
5089,놀이동산 타요와 행복한 시간,100,410,0,5,0,6,28,0,0,0,0,140,-
5090,브라운과 코니의 하트시그널,100,420,0,4,0,6,30,0,0,0,0,140,-
5091,리얼 후레쉬 클래식 케이크 (L),100,275,0,3,0,5,14,0,0,0,0,80,-
5092,리얼 쁘띠 블루베리 쉬폰,100,205,0,3,0,11,16,0,0,0,0,120,-
5093,시간의정성 진(眞)카스테라,100,270,0,6,0,1.2,44,0,0,0,0,55,-
5094,3mm 황금비율로 바삭하고 고소한 전병세트,100,270,0,7,0,1.1,26,0,0,0,0,250,-
5095,포도 카스텔라,100,320,0,6,0,4.8,23,0,0,0,0,150,-
5096,화과자명가(대),100,340,0,9,0,1.4,33,0,0,0,0,140,-
5097,초코파운드케익,100,390,0,5,0,11,17,0,0,0,0,170,-
5098,피크닉롤,100,320,0,5,0,6,23,0,0,0,0,155,-
5099,바삭한 우리 찹쌀 모나카,31,95,0,2,0,0,15,0,0,0,0,10,-
5100,명가명품 우리 벌꿀 카스텔라,100,290,0,6,0,1.6,38,0,0,0,0,80,-
5101,제주 녹차 롤케익,100,310,0,6,0,2,27,0,0,0,0,130,-
5102,명가명품 제주 녹차 카스텔라,100,290,0,7,0,1.6,38,0,0,0,0,90,-
5103,명가명품 제주 천혜향 카스테라,100,275,0,6,0,1.5,36,0,0,0,0,80,-
5104,플레인스콘,75,275,0,5,0,8,6,0,0,0,0,150,-
5105,실키롤케익,100,340,0,6,0,5,24,0,0,0,0,160,-
5106,월병명가,70,255,0,6,0,2.7,20,0,0,0,0,45,-
5107,콰트로 치즈 스콘,75,270,0,7,0,8,6,0,0,0,0,280,-
5108,프렌치구움과자,180,750,0,0,0,0,0,0,0,0,0,0,-
5109,호두파운드케익,100,395,0,6,0,7,20,0,0,0,0,230,-
5110,앙버터 스콘,120,470,0,6,0,18,12,0,0,0,0,545,-
5111,정통 파운드케익,100,390,0,5,0,8,23,0,0,0,0,190,-
5112,미니 흑당 카스테라,150,420,0,10,0,2.5,58,0,0,0,0,125,-
5113,무지개 카스테라,100,320,0,6,0,2.5,24,0,0,0,0,135,-
5114,호두파이,64,275,0,5,0,4.5,16,0,0,0,0,100,-
5115,흑당 라떼 카스테라,75,250,0,5,0,2.8,19,0,0,0,0,130,-
5116,벨지엄 쿠키세트,55,289,0,3,0,9,23,0,0,0,0,79,-
5117,산딸기 듬뿍 롤케익,100,315,0,6,0,4,28,0,0,0,0,130,-
5118,마블 케이크,100,395,0,5,0,11,24,0,0,0,0,230,-
5119,카페모카롤케익,100,355,0,6,0,6,23,0,0,0,0,130,-
5120,카페모카 케이크,60,210,0,4,0,2.5,13,0,0,0,0,120,-
5121,엔젤 케이크,60,200,0,4,0,3,14,0,0,0,0,120,-
5122,미스 베어,30,120,0,1,0,3.7,8,0,0,0,0,70,-
5123,미니바움쿠헨,25,90,0,1,0,1.7,6,0,0,0,0,15,-
5124,쉬림프 토마토 포카챠,175,340,0,15,0,5,5,0,0,0,0,490,-
5125,3가지 맛 굿모닝샌드위치,245,500,0,11,0,6,18,0,0,0,0,790,-
5126,치킨 로제 파스타,230,510,0,15,0,12,6,0,0,0,0,890,-
5127,통오트밀빵으로 만든 에그포테이토샌드위치,170,400,0,13,0,4.3,7,0,0,0,0,830,-
5128,단백질 듬뿍 로스트 치킨 샐러드 Mini,100,110,0,5,0,1.2,4,0,0,0,0,270,-
5129,치즈 불고기 도리아,200,365,0,11,0,6,5,0,0,0,0,540,-
5130,햄치즈 잉글리쉬 머핀,155,350,0,16,0,5,3,0,0,0,0,800,-
5131,바싹 불고기포카챠,165,370,0,17,0,6,4,0,0,0,0,600,-
5132,모짜렐라 토마토 파스타,275,310,0,12,0,6.2,90,0,0,0,0,1160,-
5133,토마토를 올린 햄치즈크라상,135,400,0,10,0,12,5,0,0,0,0,780,-
5134,호밀 샌드위치,205,405,0,14,0,4.8,7,0,0,0,0,930,-
5135,트러플오일 크로크무슈,110,235,0,9,0,4.5,2,0,0,0,0,530,-
5136,크랜베리 치킨호밀샌드위치,200,435,0,14,0,2.4,10,0,0,0,0,750,-
5137,에그샐러드샌드위치,200,430,0,14,0,4.8,9,0,0,0,0,910,-
5138,디럭스 샌드위치,250,500,0,17,0,5,12,0,0,0,0,1210,-
5139,또띠아 치킨텐더 샌드위치,225,480,0,16,0,3.9,9,0,0,0,0,870,-
5140,햄&코올슬로 샌드위치,220,470,0,15,0,8,10,0,0,0,0,1040,-
5141,런치 플러스 샌드위치,255,530,0,13,0,13,13,0,0,0,0,890,-
5142,오리지널 시저 샐러드,240,385,0,16,0,5,3,0,0,0,0,860,-
5143,소시지 또띠아,160,430,0,16,0,12,6,0,0,0,0,920,-
5144,오리지널 시저 샐러드 Mini,125,225,0,2,0,3.2,11,0,0,0,0,520,-
5145,에그쉬림프,210,425,0,18,0,5,9,0,0,0,0,850,-
5146,통밀 디럭스샌드위치,250,500,0,17,0,5,12,0,0,0,0,1210,-
5147,케이준치킨샐러드,230,365,0,15,0,2.1,10,0,0,0,0,580,-
5148,과일컵샐러드,175,60,0,1,0,0,11,0,0,0,0,65,-
5149,쉬림프콥샐러드,180,260,0,10,0,3.2,2,0,0,0,0,380,-
5150,부드러운 마요 에그 샐러드,65,45,0,4,0,0.8,0,0,0,0,0,160,-
5151,담백한 옥수수 감자 샐러드,60,135,0,1,0,1,3,0,0,0,0,140,-
5152,와사비크랩볼,205,470,0,14,0,6,14,0,0,0,0,950,-
5153,베리&리코타치즈샐러드(M),175,210,0,7,0,3.1,16,0,0,0,0,280,-
5154,미니버거,280,570,0,18,0,8,17,0,0,0,0,1050,-
5155,코코넛 쉬림프 샐러드,175,305,0,7,0,2.9,9,0,0,0,0,470,-
5156,클래식 시저 샐러드,195,350,0,14,0,5,2,0,0,0,0,740,-
5157,BLT 샌드위치,210,375,0,14,0,3.4,2,0,0,0,0,680,-
5158,쫄깃한 토종효모빵 햄치즈샌드위치,100,190,0,8,0,2.2,2,0,0,0,0,430,-
5159,매콤 닭강정 샌드위치,145,370,0,10,0,4.2,12,0,0,0,0,890,-
5160,B.E.L.T 샌드위치,210,385,0,11,0,4,11,0,0,0,0,970,-
5161,시저치킨 샐러드랩,270,575,0,17,0,7,2,0,0,0,0,1140,-
5162,케이준치킨 샐러드랩,230,490,0,13,0,3.7,11,0,0,0,0,790,-
5163,통살 치킨버거,205,455,0,19,0,5,10,0,0,0,0,860,-
5164,햄치즈 바게뜨,115,260,0,8,0,2.4,3,0,0,0,0,680,-
5165,불고기 바게뜨,115,215,0,6,0,0,3,0,0,0,0,530,-
5166,치킨클럽 3단 샌드위치,150,310,0,12,0,2.2,7,0,0,0,0,640,-
5167,미니버거 믹스박스,280,4350,0,12,0,4.7,25,0,0,0,0,760,-
5168,클래식 핫도그,120,275,0,8,0,4.3,12,0,0,0,0,700,-
5169,멜팅치즈 핫도그,130,310,0,11,0,6,11,0,0,0,0,800,-
5170,고메 마카롱 (토마토바질),31,110,0,2,0,2.2,12,0,0,0,0,12,-
5171,그랑데 리얼가나슈,70,205,0,3,0,9,8,0,0,0,0,40,-
5172,건강한 목초란으로 구운 에그타르트,50,135,0,2,0,4,6,0,0,0,0,110,-
5173,고메 마카롱 (꿀자몽),31,110,0,2,0,2.4,12,0,0,0,0,10,-
5174,뽀로로 얼큰쿠키,93,360,0,4,0,10,34,0,0,0,0,270,-
5175,고메 마카롱 (망고패션코코),31,120,0,2,0,2.6,13,0,0,0,0,10,-
5176,콰트로 치즈 범벅 타르트,45,150,0,2,0,4.4,8,0,0,0,0,85,-
5177,초코가 달콤한 시간,60,210,0,3,0,4.5,11,0,0,0,0,85,-
5178,후레쉬슈,23,85,0,1,0,3,2,0,0,0,0,20,-
5179,민트머랭,13,25,0,1,0,0,5,0,0,0,0,15,-
5180,순수(秀)벌꿀카스테라,155,475,0,15,0,8,29,0,0,0,0,170,-
5181,리얼가나슈,33,120,0,1,0,5,2,0,0,0,0,25,-
5182,크림치즈&인절미 타르트,47,185,0,3,0,6,10,0,0,0,0,100,-
5183,도라야끼,55,155,0,3,0,0.5,23,0,0,0,0,60,-
5184,팥빙슈,73,210,0,3,0,5.3,12,0,0,0,0,200,-
5185,티라미수 타르트,48,195,0,3,0,8,8,0,0,0,0,35,-
5186,호두듬뿍타르트,45,190,0,3,0,4,11,0,0,0,0,85,-
5187,딸기 마카롱,17,60,0,1,0,0.8,7,0,0,0,0,5,-
5188,초코 마카롱,17,70,0,1,0,1.1,6,0,0,0,0,10,-
5189,바닐라 마카롱,17,70,0,2,0,1.3,6,0,0,0,0,4,-
5190,보스턴 브라우니 타르트,55,230,0,3,0,3.5,12,0,0,0,0,50,-
5191,블루베리 마카롱,17,60,0,1,0,0.8,7,0,0,0,0,5,-
5192,유자 마카롱,17,60,0,1,0,1,7,0,0,0,0,8,-
5193,그랑데마카롱 산딸기,36,140,0,2,0,2.2,17,0,0,0,0,10,-
5194,조각호두파이,65,275,0,5,0,4.5,16,0,0,0,0,100,-
5195,그랑데마카롱 바닐라카라멜,36,160,0,2,0,4,15,0,0,0,0,15,-
5196,잉글리쉬 토피 쿠키,30,130,0,2,0,2.5,8,0,0,0,0,90,-
5197,그랑데마카롱 패션후르츠,36,140,0,2,0,2.2,16,0,0,0,0,10,-
5198,쿠키앤크림 마카롱,16,60,0,1,0,1.4,6,0,0,0,0,15,-
